Time,"symbol",last_ask,last_bid,avg_spread
2026-08-05 23:29:00.000000000,"GC\V26",4291.6,4291.2,0.5194539249146508
2026-08-05 23:29:00.000000000,"GC\U26",4276.6,4276.1,0.6755201958384123
2026-08-05 23:29:00.000000000,"GC\Z26",4323.3,4323,0.42878699941963766
2026-08-05 23:28:00.000000000,"GC\V26",4289.1,4288.6,0.5272784810126325
2026-08-05 23:28:00.000000000,"GC\Z26",4320.8,4320.4,0.42772151898731714
2026-08-05 23:27:00.000000000,"GC\V26",4290.1,4289.6,0.5378448275861917
2026-08-05 23:27:00.000000000,"GC\Z26",4321.8,4321.4,0.43974358974358585
2026-08-05 23:26:00.000000000,"GC\V26",4290.2,4289.7,0.5387473903966484
2026-08-05 23:26:00.000000000,"GC\Z26",4321.9,4321.5,0.4069516857837976
2026-08-05 23:25:00.000000000,"GC\V26",4292,4291.4,0.49738419618527857
2026-08-05 23:25:00.000000000,"GC\U26",4277,4276.4,0.4915074309978627
2026-08-05 23:25:00.000000000,"GC\Q26",4265.7,4265,0.5952966714906215
2026-08-05 23:25:00.000000000,"GC\Z26",4323.7,4323.2,0.40140997830802644
2026-08-05 23:24:00.000000000,"GC\V26",4292.6,4292,0.513861985472147
2026-08-05 23:24:00.000000000,"GC\Z26",4324.3,4323.8,0.4155421686746973
2026-08-05 23:23:00.000000000,"GC\Z26",4325.4,4325,0.42630252100844707
2026-08-05 23:22:00.000000000,"GC\V26",4294.9,4294.4,0.5122928915018551
2026-08-05 23:22:00.000000000,"GC\Z26",4326.6,4326.2,0.41553657234382524
2026-08-05 23:21:00.000000000,"GC\V26",4294,4293.4,0.5186145146088471
2026-08-05 23:21:00.000000000,"GC\Z26",4325.7,4325.2,0.42076190476189973
2026-08-05 23:20:00.000000000,"GC\V26",4294.8,4294.4,0.49042253521127566
2026-08-05 23:20:00.000000000,"GC\U26",4279.8,4279.2,0.5397072278133582
2026-08-05 23:20:00.000000000,"GC\Z26",4326.5,4326.2,0.39687065368567126
2026-08-05 23:19:00.000000000,"GC\V26",4294.7,4294.2,0.5074952561669843
2026-08-05 23:19:00.000000000,"GC\U26",4279.7,4279.2,0.5062941554271
